text,valence,arousal,dominance,emotion_label,source
I got into an argument with my husband last night. PLAYER: I hate to let people into my personal life but I got into an argument with my husband last night.  It was aweful.  I felt so small. NPC: i'm sorry to hear that. i hate when my wife and i argue. are you feeling any better? did you have a chance to talk to your husband after that?,0.15,0.42,0.18,sad,empathetic
"I had to live in a haunted house for a month PLAYER: Hi, I lost a bet with friend and had to live in a haunted house for a month! NPC: Holy cow, why did you take that bet?",0.12,0.83,0.25,afraid,empathetic
"I am happy to have my girlfriend of almost 3 years, she is amazing! PLAYER: I am happy to have my girlfriend of almost 3 years, she is amazing! NPC: Good for you, healthy relationships are the best part about life!",0.88,0.72,0.75,joyful,empathetic
"i have a great body now since i worked hard on it thru the winter PLAYER: my body is great i worked hard towards it NPC: That is awesome, I am trying my best these days",0.75,0.55,0.78,confident,empathetic
"Before I met my girlfriend and friends I was very lonely, that was not a fun time PLAYER: Before I met my girlfriend and friends I was very lonely, that was not a fun time NPC: did you drink a lot back then >:",0.15,0.42,0.18,sad,empathetic
"I am content right now, I have a girlfriend, a good job, and a good group of friends PLAYER: I am content right now, I have a girlfriend, a good job, and a good group of friends NPC: That's awesome! It sounds like your life is going pretty smoothly :) Any big plans?",0.68,0.25,0.58,content,empathetic
"yesterday after work i decided to walk to the store to get groceries and it started raining.it rained on me and  i was very wet by the time i went got to the store  PLAYER: yesterday after work i decided to walk to the store to get groceries and it started raining.it rained on me and i was very wet by the time i went got to the store "". NPC: When you feel rain ... sometimes you feel its magic ... ask the children",0.15,0.55,0.22,embarrassed,empathetic
I felt confident when I finished my job interview for my current job PLAYER: I felt confident when I finished my job interview for my current job NPC: did y0u get it ?,0.75,0.55,0.78,confident,empathetic
i use to steal my moms money when i was younger PLAYER: i always stole my moms money when i wasyounger NPC: How young were you?,0.18,0.62,0.32,guilty,empathetic
"I am happy right now, I have a girlfriend, a good job, and a good group of friends PLAYER: I am happy right now, I have a girlfriend, a good job, and a good group of friends NPC: sounds like your life is perfect. that's amazing. i'm happy for you",0.88,0.72,0.75,joyful,empathetic
"my son took his first steps yesterday, he is not a baby anymore. that made me cry PLAYER: my son took his first steps yesterday. he is not a baby anymore! that made me cry happy tears NPC: That is amazing, that is a huge life event!",0.58,0.42,0.45,sentimental,empathetic
"I get sentimental about my brothers, they are very important to me PLAYER: I get sentimental about my brothers, they are very important to me NPC: Blood is blood.",0.58,0.42,0.45,sentimental,empathetic
I got a call informing me I was selected for a job offer PLAYER: I was so full with joy NPC: Why is that?,0.88,0.72,0.75,joyful,empathetic
I am hopeful that my new degree will help me get a better paying job PLAYER: I am hopeful that my new degree will help me get a better paying job NPC: Indeed. That is the whole purpose of getting a degree and education. Isn't it?,0.68,0.48,0.62,hopeful,empathetic
"I have received a response from a company that I had applied for a job. They are inviting me for an interview PLAYER: I have received an e-mail response from a company inviting me for an interview. I am so thrilled for hearing back from them NPC: That is great, is it far from home?",0.78,0.82,0.62,excited,empathetic
"I am happy right now, I have a girlfriend, friends and a good job PLAYER: I am happy right now, I have a girlfriend, friends and a good job NPC: That is a lot to be thankful for!  You must be feeling really good!",0.88,0.72,0.75,joyful,empathetic
I was digging through my parents attic yesterday and found my old Nintendo system!  That sure brought back some good memories! PLAYER: I was digging through my parents attic yesterday and found my old Nintendo system! That sure brought back some good memories! NPC: Really,0.55,0.32,0.48,nostalgic,empathetic
I felt confident when I killed my job interview recently PLAYER: I felt confident when I killed my job interview recently NPC: i bet you did and i'm sure you got the job,0.75,0.55,0.78,confident,empathetic
im going on a cruise in december PLAYER: i am so excited going to belize in dec on a cruise NPC: How far away is that? I have never heard of it!,0.78,0.82,0.62,excited,empathetic
"My girlfriend dumped me the other day. PLAYER: Hey my girlfriend of 5 years dumped me last week. NPC: Oh man, so sorry dude. Hope your coping.",0.15,0.42,0.18,sad,empathetic
"I remember how life was so free being a child. PLAYER: Looking back at my younger days, things seem a lot more freer then. NPC: I agree, I often reminisce about my childhood.",0.55,0.32,0.48,nostalgic,empathetic
my neighbor owns and expensive car PLAYER: i think its an audi but my neighbor has an expensive car NPC: Audis are nice cars. What color is it? Does it look newer?,0.22,0.68,0.48,jealous,empathetic
"I am starting to help my cousin out in his garage. It's hard for him to find time to show me things so I've just jumped in and been doing it and I'm doing pretty well at it. PLAYER: I am starting to help my cousin out in his garage. It's hard for him to find time to show me secretarial type things, so I've just jumped in and been doing it. I'm doing pretty well so far. NPC: that is very thoughtful of you",0.75,0.55,0.78,confident,empathetic
"right now i am anxious because I have a trip planned. It's a trip where we are relying on someone else for transportation so I am very insecure about putting that much trust on another person. We are going to santa fe for a wedding.  PLAYER: Hello friend, I am feeling very nervous! NPC: about what may I ask?",0.15,0.72,0.28,anxious,empathetic
My birthday was a few days ago and my friends planned a party for me. I had no idea! PLAYER: My birthday was a few days ago and my friends planned a party for me. I had no idea! NPC: That's so nice of them! Was it a surprise party?,0.65,0.78,0.55,surprised,empathetic
last year Irma made me so sad it wrecked a lot of FL PLAYER: I was prepared for Irma last year but it caught my neighborhood by surprise NPC: I can imagine it caught many people off guard.  I hope everyone came out ok in the end.,0.62,0.48,0.75,prepared,empathetic
I am finally getting paid enough at work to start saving for my retirement.  My future is finally looking good! PLAYER: I am finally getting paid enough at work to start saving for my retirement. My future is finally looking good! NPC: its never too late,0.68,0.48,0.62,hopeful,empathetic
"I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car. Luckily after several minutes of this person swerving in and out of their lane a state trooper pulled them over.  PLAYER: I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car. NPC: According to my knowledge and understanding, I believe that you did something really prudent",0.75,0.45,0.52,grateful,empathetic
"The first time I played the Nintendo Wii I thought i was going to kick my little brother's butt...he flipped the script when he started whupping me at boxing, soccer, and tennis...I was mad but I gave him props PLAYER: I thought I would beat my brother at all the sports games on Nintendo Wii...until he kicked my butt at boxing, soccer, tennis, and volleyball. I hadn't expected that NPC: oh my that must be embarresing",0.65,0.78,0.55,surprised,empathetic
The store down the street never has any Corona light in stock PLAYER: My local deli never has any corona light beers NPC: Is that your brewski of choice,0.12,0.79,0.58,angry,empathetic
"Just bought a brand new car.  I let my newly licensed daughter take it to work today. PLAYER: I let my daughter, who just got her driver's license, take my brand new sports car to work today. NPC: oh, i bet you are nervous. I'm sure she will be okay but i would be so nervus",0.68,0.38,0.58,trusting,empathetic
